name,category,style,abv,ibu,srm
Red Lager,North American Lager,American-Style Lager,0.0,0.0,0.0
Red Line Amber,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Red Menace Big Amber,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Red Nectar,North American Ale,American-Style Amber/Red Ale,5.0,0.0,0.0
Red Oak Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Red Racer India Pale Ale,North American Ale,American-Style India Pale Ale,6.5,0.0,0.0
Red Raspberry,Other Style,Light American Wheat Ale or Lager,0.0,0.0,0.0
Red Rock,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Red Rocket Amber Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Red Roost Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Red Rooster,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Red Rooster Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Red Rooster Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Red Sky Amber Lager,North American Lager,American-Style Lager,0.0,0.0,0.0
Red Square,North American Ale,American-Style Stout,0.0,0.0,0.0
Red Stallion,North American Lager,American-Style Lager,0.0,0.0,0.0
Red Star Pilsner,German Lager,German-Style Pilsener,0.0,0.0,0.0
Red Stripe Lager Beer,North American Lager,American-Style Lager,0.0,0.0,0.0
Red Tail Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Red Toad Amber Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Red Top Rye,North American Lager,American-Style Lager,0.0,0.0,0.0
Red Trolley Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Red Truck Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Red Winter Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Redhook Long Hammer IPA,North American Ale,American-Style India Pale Ale,6.5,0.0,0.0
Redwing,North American Ale,American-Style Amber/Red Ale,4.730000019073486,0.0,0.0
Redwood Amber,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Regia Extra,North American Lager,American-Style Lager,0.0,0.0,0.0
Regiment Pale Ale,North American Ale,American-Style Pale Ale,6.099999904632568,0.0,0.0
ReichelbrÃ¤u Eisbock,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
Renegade IPA,North American Ale,American-Style India Pale Ale,5.800000190734863,0.0,0.0
Revitalization Rye,Other Style,American Rye Ale or Lager,6.5,0.0,0.0
Rhubarb,Other Style,Light American Wheat Ale or Lager,0.0,0.0,0.0
Ribleymeister Light,North American Lager,American-Style Lager,0.0,0.0,0.0
Richbrau Abbey-Style Ale,Belgian and French Ale,Other Belgian-Style Ales,7.0,0.0,0.0
Rickard's Pale Ale,North American Ale,American-Style India Pale Ale,0.0,0.0,0.0
Rickard's Red Ale,Irish Ale,Irish-Style Red Ale,0.0,0.0,0.0
Rickard's White Ale,Belgian and French Ale,Belgian-Style White,0.0,0.0,0.0
Ringneck Red Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Riot Ale,North American Ale,American-Style Pale Ale,7.5,0.0,0.0
Ripon Jewel Ale,North American Ale,American-Style Pale Ale,5.800000190734863,0.0,0.0
River Back Jack IPA,North American Ale,American-Style India Pale Ale,0.0,0.0,0.0
River City Red Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
River Horse Special Ale,British Ale,Extra Special Bitter,4.5,0.0,0.0
Riverboat Raspberry flavored Beer,Other Style,Light American Wheat Ale or Lager,0.0,0.0,0.0
Riverwest Stein Beer,North American Lager,American-Style Lager,0.0,0.0,0.0
Robust Porter,Irish Ale,Porter,0.0,0.0,0.0
Rock River Lager Beer,North American Lager,American-Style Lager,0.0,0.0,0.0
Rocket's Red Ale,North American Ale,American-Style Amber/Red Ale,6.0,0.0,0.0
Rocktoberfest,German Lager,German-Style Oktoberfest,5.0,0.0,0.0
Rodeo Red,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Roggenbier,North American Lager,American-Style Lager,5.5,0.0,0.0
Roland's ESB,British Ale,Extra Special Bitter,5.0,0.0,0.0
Rolling Rock,North American Lager,American-Style Light Lager,4.599999904632568,0.0,0.0
Rosed Porter,Irish Ale,Porter,0.0,0.0,0.0
Rost,North American Ale,American-Style Amber/Red Ale,5.0,0.0,0.0
RosÃ© de Gambrinus,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,0.0,0.0
Rotgold-Pils,North American Lager,American-Style Lager,4.900000095367432,0.0,0.0
Roundhouse Raspberry Wheat Ale,Other Style,Light American Wheat Ale or Lager,0.0,0.0,0.0
Roundhouse Rye,North American Lager,American-Style Lager,0.0,0.0,0.0
Route 66 Amber Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Roxy Rolles,North American Ale,American-Style Amber/Red Ale,5.800000190734863,0.0,0.0
Royal Arms IPA,North American Ale,American-Style India Pale Ale,0.0,0.0,0.0
Royal Challenge Indian Premium Lager,North American Lager,American-Style Lager,0.0,0.0,0.0
Royal Weisse,German Ale,South German-Style Hefeweizen,5.699999809265137,0.0,0.0
Ruben & The Jets,North American Ale,American-Style Strong Pale Ale,8.600000381469727,0.0,0.0
Rubia,North American Lager,American-Style Lager,6.0,0.0,0.0
Ruby Mild,British Ale,English-Style Pale Mild Ale,0.0,0.0,0.0
Ruby Red Lager,North American Lager,American-Style Lager,0.0,0.0,0.0
Rude Elf's Reserve,North American Ale,Dark American-Belgo-Style Ale,10.5,0.0,0.0
Ruination IPA,North American Ale,Imperial or Double India Pale Ale,7.699999809265137,0.0,0.0
Rumble Seat Stout (discontinued),North American Ale,American-Style Stout,0.0,0.0,0.0
Russian Imperial Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Rust Belt Porter,Irish Ale,Porter,4.099999904632568,0.0,0.0
Rycerskie,German Lager,Traditional German-Style Bock,7.0,0.0,0.0
Rye,North American Lager,American-Style Lager,0.0,0.0,0.0
Rye Bock,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
Rye I Oughta,North American Lager,American-Style Lager,0.0,0.0,0.0
Rye I Oughta...!,North American Lager,American-Style Lager,0.0,0.0,0.0
Rye IPA,North American Ale,American-Style India Pale Ale,6.800000190734863,0.0,0.0
Rye On,North American Lager,American-Style Lager,4.800000190734863,0.0,0.0
Rye Stout,North American Lager,American-Style Lager,0.0,0.0,0.0
S.O.S,German Lager,German-Style Pilsener,0.0,0.0,0.0
Sacramento Bock,German Lager,Traditional German-Style Bock,6.5,0.0,0.0
Sacramento Nut Brown Ale,North American Ale,American-Style Brown Ale,5.400000095367432,0.0,0.0
Saint Florian's Doppelbock,German Lager,German-Style Doppelbock,0.0,0.0,0.0
Saint Peter Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Saint Peter Red,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Salmon Tail Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Salvation,Belgian and French Ale,Other Belgian-Style Ales,9.0,0.0,0.0
Salvation,North American Ale,American-Style India Pale Ale,6.0,0.0,0.0
Samichlaus Bier 2003,German Lager,Traditional German-Style Bock,14.0,0.0,0.0
Samichlaus Bier 2005,German Lager,Traditional German-Style Bock,14.0,0.0,0.0
Samson Stout,North American Ale,American-Style Stout,5.0,0.0,0.0
Samuel Adams Chocolate Bock,German Lager,Traditional German-Style Bock,5.5,0.0,0.0
Sandy Beach Blonde Hefeweizen,German Ale,South German-Style Hefeweizen,4.5,0.0,0.0
Sapporo Premium Beer,North American Lager,American-Style Lager,0.0,0.0,0.0
Saranac Bock,German Lager,Traditional German-Style Bock,6.0,0.0,0.0
Saranac Hefeweizen,German Ale,South German-Style Hefeweizen,5.599999904632568,0.0,0.0
Saranac India Pale Ale,North American Ale,American-Style India Pale Ale,5.800000190734863,0.0,0.0
Saranac Single Malt,British Ale,Scotch Ale,5.5,0.0,0.0
Sasquatch Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Satellite Stout,North American Ale,American-Style Stout,5.5,0.0,0.0
Satin Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Satsuma Wit,Other Style,Fruit Beer,0.0,0.0,0.0
Sawtooth Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Scapegoat Bock,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
Scapegoat Doppelbock,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
Scarlet Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Scarlet Fire IPA,North American Ale,American-Style India Pale Ale,0.0,0.0,0.0
Schaumbergfest,German Lager,German-Style Oktoberfest,0.0,0.0,0.0
Schierlinger Roggen,North American Lager,American-Style Lager,0.0,0.0,0.0
Schild Brau Amber,North American Lager,American-Style Lager,0.0,0.0,0.0
Schlafly Altbier,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Schlafly Barleywine,North American Ale,American-Style Barley Wine Ale,11.0,0.0,0.0
Schlafly Hefeweizen,North American Lager,American-Style Lager,0.0,0.0,0.0
Schlafly IPA,North American Ale,American-Style India Pale Ale,0.0,0.0,0.0
Schlafly Oatmeal Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Schlafly Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Schlafly Smoked Porter,North American Lager,American-Style Lager,0.0,0.0,0.0
Schlafly Wheat Ale,North American Lager,American-Style Lager,0.0,0.0,0.0
Schlitz,North American Lager,American-Style Lager,0.0,0.0,0.0
Schmitz Pale Ale No. 5,North American Ale,American-Style Pale Ale,4.5,0.0,0.0
Schneider Weisse,Other Style,Light American Wheat Ale or Lager,5.400000095367432,0.0,0.0
Schokolade Bock,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
Schwartzbier,German Lager,German-Style Schwarzbier,0.0,0.0,0.0
Schwarz Bier,German Lager,German-Style Schwarzbier,4.800000190734863,0.0,0.0
Schwarzbier,German Lager,German-Style Schwarzbier,0.0,0.0,0.0
Schwarzbier / Dunkel,German Lager,German-Style Schwarzbier,4.900000095367432,0.0,0.0
Schwarze,German Lager,German-Style Schwarzbier,0.0,0.0,0.0
Scorpion Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Scotch,North American Ale,American-Style Pale Ale,8.0,0.0,0.0
Scotch Ale,British Ale,Scotch Ale,0.0,0.0,0.0
Scotch brand Ale,British Ale,Scotch Ale,7.199999809265137,0.0,0.0
Scottish Ale,British Ale,Scotch Ale,0.0,0.0,0.0
Scratch #12 2008,North American Ale,American-Style India Pale Ale,6.5,0.0,0.0
Scratch #13 2008,German Lager,German-Style Oktoberfest,4.900000095367432,0.0,0.0
Scratch #22 2009,Belgian and French Ale,Belgian-Style White,5.5,0.0,0.0
Scratch #27 2010 Cocaoabunga,North American Ale,American-Style Stout,6.699999809265137,0.0,0.0
Sea Dog Apricot Wheat,Other Style,Fruit Beer,3.5,0.0,0.0
Sea Dog Blue Paw Wheat,Other Style,Fruit Beer,3.5,0.0,0.0
Sebewaing Beer,North American Ale,American-Style Pale Ale,5.0,0.0,0.0
Second Street IPA,North American Ale,American-Style India Pale Ale,6.0,0.0,0.0
See-Weizen Bio-Hefeweizen,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Selin's Grove IPA,North American Ale,American-Style India Pale Ale,0.0,0.0,0.0
Sequoia Red,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Serpents Stout,North American Ale,American-Style Imperial Stout,10.5,0.0,0.0
Session Ale,British Ale,English-Style Pale Mild Ale,0.0,0.0,0.0
Session Premium Lager,North American Lager,American-Style Lager,5.099999904632568,0.0,0.0
Sexual Chocolate,North American Ale,American-Style Imperial Stout,10.0,0.0,0.0
Shade Mountain Oatmeal Stout,British Ale,Oatmeal Stout,0.0,0.0,0.0
Shakedown Nut Brown,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Shamrock Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Shark Attack Double Red Ale,North American Ale,American-Style Amber/Red Ale,9.0,0.0,0.0
Sharkbite Red,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Sharptail Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Shawnee Amber Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Shawnee Amber Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Sheaf Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Sheepshead Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Sherwood Forest IPA,North American Ale,American-Style India Pale Ale,6.0,0.0,0.0
Shiner Blonde,North American Lager,American-Style Lager,4.400000095367432,0.0,0.0
Shiner Bock,North American Lager,American-Style Lager,4.400000095367432,0.0,0.0
Shiner Bohemian Black Lager,North American Lager,American-Style Lager,4.900000095367432,0.0,0.0
Shiner Hefeweizen,German Ale,South German-Style Hefeweizen,5.400000095367432,0.0,0.0
Shining Star Pale Ale,North American Ale,American-Style Pale Ale,5.0,0.0,0.0
Shouboushi Ginger Pilsner,German Lager,German-Style Pilsener,5.099999904632568,0.0,0.0
Sierra Nevada Imperial Stout,North American Ale,American-Style Imperial Stout,10.5,0.0,0.0
Sierra Nevada Kellerweis,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Silk Lady,North American Ale,American-Style Pale Ale,4.400000095367432,0.0,0.0
Silver Cream,North American Lager,American-Style Lager,0.0,0.0,0.0
Single-Malt-Bier,North American Lager,American-Style Lager,0.0,0.0,0.0
Singletrack Copper Ale,North American Ale,American-Style Pale Ale,4.96999979019165,0.0,0.0
Sir Duluth Oatmeal Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Sir Francis Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Sirius,Other Style,American-Style Cream Ale or Lager,7.0,0.0,0.0
Six Rivers IPA,North American Ale,American-Style India Pale Ale,7.199999809265137,0.0,0.0
Sixtus,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
Skagit Brown Ale,North American Ale,American-Style Brown Ale,4.800000190734863,0.0,0.0
Skibbereen Stout,North American Ale,American-Style Stout,5.300000190734863,0.0,0.0
Skopsko,North American Lager,American-Style Lager,5.0,0.0,0.0
Skullsplitter Ale,British Ale,Scotch Ale,8.5,0.0,0.0
Sky High Rye,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Sky Pilot Scotch Ale,British Ale,Scotch Ale,6.5,0.0,0.0
Sled Dog Doppelbock,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
Slip Knot Imperial IPA 2006,North American Ale,American-Style India Pale Ale,7.800000190734863,0.0,0.0
Small Beer,British Ale,English-Style Pale Mild Ale,3.299999952316284,0.0,0.0
Smithwick's,Irish Ale,Irish-Style Red Ale,4.5,0.0,0.0
Smoke Jump Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Smoked Hefe,North American Lager,American-Style Lager,0.0,0.0,0.0
Smoked Helles Lager,North American Lager,American-Style Lager,0.0,0.0,0.0
Smoked Porter,North American Lager,American-Style Lager,0.0,0.0,0.0
Smoked Rye Bock,North American Lager,American-Style Lager,0.0,0.0,0.0
Smooth Hoperator,German Lager,German-Style Doppelbock,7.0,0.0,0.0
Smooth India Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Smooth Oatmeal Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Smuttynose Pumpkin Ale,Other Style,Pumpkin Beer,5.099999904632568,0.0,0.0
Snake Chaser,North American Ale,American-Style Stout,0.0,0.0,0.0
Snake Pit Porter,Irish Ale,Porter,5.599999904632568,0.0,0.0
Sneck Lifter,North American Ale,Dark American-Belgo-Style Ale,5.099999904632568,0.0,0.0
Snow Cap,British Ale,Old Ale,7.0,0.0,0.0
Snow Cap Ale,British Ale,Old Ale,0.0,0.0,0.0
Snow Melt Nitrogen Pale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Snowshoe Ale,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Sockeye Red IPA,North American Ale,American-Style India Pale Ale,5.699999809265137,0.0,0.0
Sod House Altbier,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Solidarity,North American Ale,American-Style Stout,0.0,0.0,0.0
Solitaire Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Solstice Wheat,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Soproni,German Lager,German-Style Pilsener,5.0,0.0,0.0
South Barrington Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
South County American Ale,North American Ale,American-Style Amber/Red Ale,6.329999923706055,0.0,0.0
South Hampton IPA,North American Ale,American-Style India Pale Ale,6.199999809265137,0.0,0.0
Southern Hemisphere Harvest Fresh Hop  Ale,North American Ale,American-Style Pale Ale,6.699999809265137,0.0,0.0
Southern Tier Harvest Ale,British Ale,Extra Special Bitter,5.699999809265137,0.0,0.0
Southport Amber,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Space-Aged Lager,North American Lager,American-Style Lager,0.0,0.0,0.0
Special Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Special Amber Lager,North American Lager,American-Style Lager,0.0,0.0,0.0
Special Beer,North American Lager,American-Style Lager,0.0,0.0,0.0
Special Double Cream Stout,British Ale,Sweet Stout,6.099999904632568,0.0,0.0
Special Export,North American Lager,American-Style Lager,0.0,0.0,0.0
Special Lager,North American Lager,American-Style Lager,0.0,0.0,0.0
Special London Ale,British Ale,Old Ale,6.400000095367432,0.0,0.0
Special Old Ale,British Ale,Old Ale,0.0,0.0,0.0
Special Reserve Anniversary Porter,Irish Ale,Porter,0.0,0.0,0.0
Special Reserve Oatmeal Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Speciale Reserve Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Speight's Gold Medal Ale,British Ale,Classic English-Style Pale Ale,4.0,0.0,0.0
Spezial,North American Lager,American-Style Lager,0.0,0.0,0.0
Splitfinger Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Sprecher Doppelbock,German Lager,German-Style Doppelbock,7.849999904632568,0.0,0.0
Sprecher Maibock,German Lager,German-Style Heller Bock/Maibock,6.0,0.0,0.0
Spring Bock,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
Spring Creek Lager,North American Lager,American-Style Lager,5.199999809265137,0.0,0.0
Spring Fling,North American Ale,American-Style Pale Ale,6.0,0.0,0.0
Springboard Lager,North American Lager,American-Style Lager,0.0,0.0,0.0
Spruce Creek Lager,North American Lager,American-Style Lager,4.800000190734863,0.0,0.0
St-Ambroise Oatmeal Stout,British Ale,Oatmeal Stout,5.0,0.0,0.0
St. Adrian's Alt,German Ale,German-Style Brown Ale/Altbier,0.0,0.0,0.0
St. Edmunds Strong Porter,Irish Ale,Porter,0.0,0.0,0.0
St. Louis Gueuze,Belgian and French Ale,Belgian-Style Fruit Lambic,4.5,0.0,0.0
St. Martin Doppelbock,German Lager,Traditional German-Style Bock,7.5,0.0,0.0
St. Michaels Blonde Ale,North American Ale,Golden or Blonde Ale,0.0,0.0,0.0
St.Pauli Girl Beer,North American Lager,American-Style Lager,0.0,0.0,0.0
Staggering Elk,North American Lager,American-Style Lager,4.5,0.0,0.0
Staghorn Oktoberfest,German Lager,German-Style Oktoberfest,0.0,0.0,0.0
Standing Stone Hefeweizen,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Standing Stone India Pale Ale,North American Ale,American-Style India Pale Ale,0.0,0.0,0.0
Star Big Muddy Brown,North American Lager,American-Style Lager,0.0,0.0,0.0
Star of India India Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Star of India Pale Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Starboard Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Starfire Pale Ale,North American Ale,American-Style Pale Ale,6.199999809265137,0.0,0.0
Starkbier,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
State Street Oatmeal Stout,British Ale,Oatmeal Stout,6.099999904632568,0.0,0.0
Station House Red Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Station Master Wheat Ale,North American Lager,American-Style Lager,0.0,0.0,0.0
Stationsweizen,German Ale,South German-Style Hefeweizen,0.0,0.0,0.0
Stealth Dark Ale,Irish Ale,Porter,0.0,0.0,0.0
Steamboat Oatmeal Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Steamer Glide Stout,North American Ale,American-Style Stout,4.800000190734863,0.0,0.0
Steamroller Stout,North American Ale,American-Style Stout,6.0,0.0,0.0
Steamwhistle Lager,North American Lager,American-Style Lager,5.0,0.0,0.0
Steel Head Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Steelhead Extra Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Steelhead Scotch Porter,Irish Ale,Porter,0.0,0.0,0.0
Steelhead Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Steelie Brown Ale,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Stein Bock,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
Steinworthy Oktoberfest,German Lager,German-Style Oktoberfest,0.0,0.0,0.0
Sticke,North American Ale,American-Style Brown Ale,6.0,0.0,0.0
Stiegl Leicht,North American Lager,American-Style Light Lager,3.299999952316284,0.0,0.0
Stillwater Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Stinger Wild Honey Wheat,Other Style,Light American Wheat Ale or Lager,6.0,0.0,0.0
Stite Golden Pilsner,North American Lager,American-Style Lager,4.699999809265137,0.0,0.0
Stock Ale #2,British Ale,Old Ale,0.0,0.0,0.0
Stockyard IPA,North American Ale,American-Style India Pale Ale,0.0,0.0,0.0
Stockyard Oatmeal Stout,British Ale,Oatmeal Stout,6.0,0.0,0.0
Stockyard Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Stone 09.09.09 Vertical Epic Ale,Belgian and French Ale,Belgian-Style Dark Strong Ale,8.899999618530273,0.0,0.0
Stone Cali-Belgique,Belgian and French Ale,Other Belgian-Style Ales,6.900000095367432,0.0,0.0
Stone Mason Stout,North American Ale,American-Style Stout,6.099999904632568,0.0,0.0
Stone of Scone Scotch Ale,British Ale,Scotch Ale,0.0,0.0,0.0
Stonecutter Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Stonehenge Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Storm Ale,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Storm Cellar Porter,Irish Ale,Porter,5.699999809265137,0.0,0.0
Storm Super Premium Malt Liquor,North American Lager,American-Style Lager,10.0,0.0,0.0
Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Stout (discontinued),German Lager,German-Style Schwarzbier,0.0,0.0,0.0
Stout of Circumstance,North American Ale,American-Style Stout,0.0,0.0,0.0
Strawberry,Other Style,Fruit Beer,0.0,0.0,0.0
Strawberry Harvest Lager,Other Style,Fruit Beer,0.0,0.0,0.0
Strawberry Honey Amber Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Streamline Oatmeal Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Strom Bomb Stout,North American Ale,American-Style Stout,7.300000190734863,0.0,0.0
Strong Brown Ale,British Ale,Old Ale,0.0,0.0,0.0
Strong Scotch Ale,British Ale,Scotch Ale,8.600000381469727,0.0,0.0
Stubbins Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Stud Service Stout,North American Ale,American-Style Stout,3.0999999046325684,0.0,0.0
Stuft Pizza Torrey Pines IPA,North American Ale,American-Style India Pale Ale,0.0,0.0,0.0
Stump Sitter Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Sturgeon Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
StÃ¼venbrÃ¤u Maibock,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
Sublimator Doppelbock,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
Summer Alt,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Summer Brau,North American Lager,American-Style Lager,0.0,0.0,0.0
Summer Gueuze,Belgian and French Ale,Belgian-Style Fruit Lambic,0.0,0.0,0.0
Summer Lager,North American Lager,American-Style Lager,0.0,0.0,0.0
Summer Session,Other Style,Light American Wheat Ale or Lager,5.0,0.0,0.0
Summer Wheat,North American Lager,American-Style Lager,0.0,0.0,0.0
Sun Fest,North American Lager,American-Style Lager,0.0,0.0,0.0
SunRye,North American Lager,American-Style Lager,0.0,0.0,0.0
Sunday River Alt,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Sundown Wheat,Other Style,Light American Wheat Ale or Lager,0.0,0.0,0.0
Sunna Wit,Belgian and French Ale,Belgian-Style White,0.0,0.0,0.0
Sunset Ale,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Sunset Amber,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Sunset Amber Ale,North American Ale,American-Style Amber/Red Ale,5.0,0.0,0.0
Sunset Red,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Sunset Red Ale,North American Ale,American-Style Pale Ale,5.0,0.0,0.0
Super Natural IPA,North American Ale,American-Style India Pale Ale,0.0,0.0,0.0
Super Natural Oatmeal Stout,North American Ale,American-Style Stout,8.0,0.0,0.0
SuperBock,German Lager,Traditional German-Style Bock,5.0,0.0,0.0
Superhop Ale,North American Ale,American-Style Pale Ale,5.599999904632568,0.0,0.0
Suprema,North American Lager,American-Style Lager,0.0,0.0,0.0
Surefire Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Swallow Wit,Belgian and French Ale,Belgian-Style White,4.800000190734863,0.0,0.0
Sweaty Betty Blonde,Other Style,Light American Wheat Ale or Lager,5.900000095367432,0.0,0.0
Swede Saw Red Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Sweeney Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Sweet Spot Hefe,German Ale,South German-Style Hefeweizen,5.5,0.0,0.0
Sweet Stout,North American Ale,American-Style Stout,0.0,0.0,0.0
Symposium Eisbock,German Lager,Traditional German-Style Bock,0.0,0.0,0.0
Syracuse Pale Ale,North American Ale,American-Style Pale Ale,5.0,0.0,0.0
T.P.H. Porter,Irish Ale,Porter,0.0,0.0,0.0
Taddy Porter,Irish Ale,Porter,5.0,0.0,0.0
Tailgate Amber Wave,North American Ale,American-Style Amber/Red Ale,6.199999809265137,0.0,0.0
Tannhauser,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Tap Room No. 21 Amber Ale,North American Ale,American-Style Amber/Red Ale,5.699999809265137,0.0,0.0
Tarletons Bitters,British Ale,Ordinary Bitter,0.0,0.0,0.0
Tatonka Stout,North American Ale,American-Style Imperial Stout,8.5,0.0,0.0
Taverner Nut Brown Ale,North American Ale,American-Style Brown Ale,0.0,0.0,0.0
Tecate,North American Lager,American-Style Lager,0.0,0.0,0.0
Ten Penny American Bitter,North American Ale,American-Style Pale Ale,0.0,0.0,0.0
Teton Ale,North American Ale,American-Style Amber/Red Ale,0.0,0.0,0.0
Texas Special 101 Porter,Irish Ale,Porter,0.0,0.0,0.0
The Angel's Share - Bourbon Barrel Aged,North American Ale,American-Style Strong Pale Ale,12.5,0.0,0.0
The Big O Oktobefest,German Lager,German-Style Oktoberfest,0.0,0.0,0.0
The Bitter End Pale Ale,North American Ale,American-Style Pale Ale,5.099999904632568,0.0,0.0
The Duke of Winship,British Ale,Scotch Ale,6.5,0.0,0.0
The Immortal IPA,North American Ale,American-Style India Pale Ale,6.300000190734863,0.0,0.0
The Kidd Lager,German Lager,German-Style Schwarzbier,0.0,0.0,0.0
